DEPTH,ADTEMP:1,ADTEMP:2,ADTEMP:3,ARH16P:1,ARH16P:2,ARH16P:3,ARH32P:1,ARH32P:2,ARH32P:3,ARH48P:1,ARH48P:2,ARH48P:3,DGRCC:1,DGRCC:2,DGRCC:3,DGRCC:4,GBCGC:1,GBCGC:2,GBCGC:3,R09P:1,R09P:2,R09P:3,R15P:1,R15P:2,R15P:3,R27P:1,R27P:2,R27P:3,R39P:1,R39P:2,R39P:3,TVD:1,TVD:2,TVD:3,TVD:4
362.5596,26.324,,,,,,,,,,,,70.6516,69.8442,,,,,,3.5641,3.5757,3.5757,11.0327,11.08,11.08,18.042,18.2039,18.2039,19.7421,19.8688,19.8688,362.1597,362.1585,,
362.712,26.8395,,,,,,,,,,,,64.8324,65.7833,,,,,,3.045,3.0523,3.0523,9.1255,9.2204,9.2204,16.3104,16.4284,16.4284,18.8543,18.9981,18.9981,362.3139,362.3113,,
362.8644,26.8555,,,,,,,,,,,,71.5421,71.4402,,,,,,2.8756,2.8556,2.8556,9.7886,9.6208,9.6208,18.2497,17.8684,17.8684,20.8674,20.5072,20.5072,362.4623,362.4616,,
363.0168,26.8555,,,,,,,,,,,,73.2404,72.9482,,,,,,2.1809,2.1807,2.1807,6.8011,6.855,6.855,12.0377,12.2454,12.2454,15.0727,15.2828,15.2828,362.6123,362.6158,,
363.1692,26.8555,,,,,,,,,,,,72.8551,72.7689,,,,,,1.6651,1.6903,1.6903,5.265,5.4584,5.4584,10.9662,11.6793,11.6793,14.9564,15.7136,15.7136,362.765,362.7657,,
363.3216,26.8555,,,,,,,,,,,,72.1954,72.5036,,,,,,1.7709,1.7768,1.7768,8.7916,8.9557,8.9557,86.5905,116.0521,116.0521,47.1657,51.2892,51.2892,362.9167,362.9168,,
363.474,26.8555,,,,,,,,,,,,70.4612,71.0488,,,,,,2.2289,2.1993,2.1993,20.001,18.7768,18.7768,1267.7362,1065.7477,1065.7477,241.6529,209.098,209.098,363.0682,363.0686,,
363.6264,26.8555,,,,,,,,,,,,70.3581,70.3362,,,,,,2.2627,2.2789,2.2789,13.7355,14.1874,14.1874,128.0826,229.4858,229.4858,62.6982,77.5859,77.5859,363.2209,363.2179,,
363.7788,26.8555,,,,,,,,,,,,67.0762,68.4424,,,,,,2.4948,2.4735,2.4735,11.9632,11.8506,11.8506,54.2872,52.955,52.955,49.7169,48.8605,48.8605,363.3692,363.3715,,
363.9312,26.8555,,,,,,,,,,,,74.5563,74.0214,,,,,,2.3884,2.3993,2.3993,10.0097,10.1391,10.1391,29.5306,30.7887,30.7887,34.0313,34.9732,34.9732,363.5261,363.5236,,
364.0836,26.8555,,,,,,,,,,,,72.0891,72.3897,,,,,,2.5125,2.5061,2.5061,11.102,11.0565,11.0565,32.6408,32.2616,32.2616,38.7139,38.2857,38.2857,363.6717,363.672,,
364.236,26.8555,,,,,,,,,,,,69.6332,70.2459,,,,,,2.4974,2.4869,2.4869,10.8805,10.8117,10.8117,30.1743,30.112,30.112,35.469,35.4046,35.4046,363.8304,363.8285,,
364.3884,26.8555,,,,,,,,,,,,80.3131,78.9238,,,,,,2.3906,2.3758,2.3758,10.2089,9.9706,9.9706,29.3849,28.0706,28.0706,33.5934,32.4355,32.4355,363.9766,363.978,,
364.5408,26.8555,,,,,,,,,,,,76.0552,76.0458,,,,,,2.1967,2.2157,2.2157,8.2433,8.5361,8.5361,21.2982,23.3863,23.3863,26.1441,28.0245,28.0245,364.1322,364.1301,,
364.6932,26.8555,,,,,,,,,,,,71.2645,72.1051,,,,,,2.4511,2.4386,2.4386,12.8642,12.8504,12.8504,62.4806,65.8882,65.8882,64.2486,65.4416,65.4416,364.2788,364.2794,,
364.8456,26.8555,,,,,,,,,,,,73.8965,74.5132,,,,,,3.0379,3.064,3.064,28.7286,29.5518,29.5518,1054.8417,1062.8632,1062.8632,658.2858,676.4034,676.4034,364.4346,364.4321,,
364.998,26.8555,,,,,,,,,,,,71.7096,72.6695,,,,,,4.2086,4.1792,4.1792,58.6641,54.351,54.351,1949.6132,1836.8533,1836.8533,1526.4767,1334.7422,1334.7422,364.5857,364.5832,,
365.1504,26.8555,,,,,,,,,,,,74.6153,74.6974,,,,,,5.126,5.0852,5.0852,31.4643,31.9091,31.9091,371.8271,433.819,433.819,120.2298,163.6975,163.6975,364.7359,364.7374,,
365.3028,26.8555,,,,,,,,,,,,78.9491,77.2947,,,,,,4.9719,4.971,4.971,16.7093,17.1538,17.1538,34.2008,36.5522,36.5522,33.4163,34.4495,34.4495,364.8876,364.8879,,
365.4552,26.8555,,,,,,,,,,,,65.805,66.8366,,,,,,4.5505,4.6232,4.6232,14.5718,15.3787,15.3787,24.7039,26.6222,26.6222,28.1781,29.5401,29.5401,365.0517,365.054,,
365.6076,26.8555,,,,,,,,,,,,71.3832,71.2539,,,,,,6.3431,12.9496,12.9496,79.5514,128.9713,128.9713,127.4145,183.2025,183.2025,86.0291,111.668,111.668,365.1728,365.1722,,
365.76,26.8555,,,,,,,,,,,,83.9337,84.1239,,,,,,502.1847,505.1703,505.1703,1408.4656,1365.5354,1365.5354,1476.7083,1424.5135,1424.5135,1286.5402,1195.869,1195.869,365.3524,365.3496,,
365.9124,26.8703,,,,,,,,,,,,94.5197,93.404,,,,,,646.0469,640.6182,640.6182,1328.6909,1217.093,1217.093,1323.6071,1212.5232,1212.5232,664.755,746.1732,746.1732,365.4963,365.5016,,
366.0648,27.0575,,,,,,,,,,,,95.23,95.0993,,,,,,12.0385,30.5504,30.5504,38.8847,70.9757,70.9757,43.9251,75.5341,75.5341,26.2254,44.8059,44.8059,365.6517,365.655,,
366.2172,27.342,,,,,,,,,,,,100.2544,99.2637,,,,,,12.5826,12.4738,12.4738,15.044,15.1605,15.1605,21.2409,21.1876,21.1876,23.806,23.7807,23.7807,365.7927,365.7916,,
366.3696,27.4658,,,,,,,,,,,,92.3244,93.5819,,,,,,10.8173,10.8021,10.8021,13.7388,13.6928,13.6928,16.7079,16.7688,16.7688,20.7592,20.7723,20.7723,365.9478,365.9486,,
366.522,27.4658,,,,,,,,,,,,91.2235,90.5551,,,,,,7.4706,7.598,7.598,10.0453,10.2524,10.2524,12.1914,12.4767,12.4767,16.1192,16.4341,16.4341,366.0958,366.0888,,
366.6744,27.4658,,,,,,,,,,,,83.9005,83.7235,,,,,,6.6099,6.7077,6.7077,10.6454,10.8927,10.8927,13.9159,14.1476,14.1476,17.8836,18.0667,18.0667,366.2482,366.2423,,
366.8268,27.4658,,,,,,,,,,,,76.4027,76.0502,,,,,,9.2351,9.3938,9.3938,22.7018,23.4055,23.4055,25.4267,25.76,25.76,26.9859,27.1178,27.1178,366.3964,366.389,,
366.9792,27.4658,,,,,,,,,,,,70.7577,71.2242,,,,,,12.0941,11.76,11.76,33.3323,32.5054,32.5054,32.0986,31.4205,31.4205,30.6267,30.103,30.103,366.5514,366.5447,,
367.1316,27.4658,,,,,,,,,,,,70.1371,72.003,,,,,,6.426,6.5883,6.5883,12.4717,13.1084,13.1084,15.1682,15.7776,15.7776,17.4013,17.9226,17.9226,366.7042,366.7101,,
367.284,27.4658,,,,,,,,,,,,76.6156,76.315,,,,,,5.6662,5.6114,5.6114,11.9092,11.7871,11.7871,16.8473,16.5652,16.5652,19.4375,19.1872,19.1872,366.8634,366.8669,,
367.4364,27.4658,,,,,,,,,,,,76.409,76.3384,,,,,,5.0108,5.0792,5.0792,12.9275,13.2857,13.2857,18.8817,19.7359,19.7359,21.6449,22.3058,22.3058,367.0077,367.0073,,
367.5888,27.4658,,,,,,,,,,,,74.6537,74.983,,,,,,5.6649,5.6075,5.6075,22.8055,22.193,22.193,41.6072,40.1611,40.1611,39.3961,38.1864,38.1864,367.1631,367.1607,,
367.7412,27.4658,,,,,,,,,,,,77.22,76.1775,,,,,,5.5103,5.5312,5.5312,20.9971,21.0704,21.0704,37.5464,37.9749,37.9749,35.7153,35.9856,35.9856,367.3105,367.3109,,
367.8936,27.4658,,,,,,,,,,,,72.3206,72.4221,,,,,,6.0311,6.0615,6.0615,22.0192,22.3222,22.3222,43.2616,43.784,43.784,39.14,39.3298,39.3298,367.4645,367.4649,,
368.046,27.4658,,,,,,,,,,,,70.2697,70.1035,,,,,,7.3661,7.268,7.268,29.6767,28.9046,28.9046,58.0877,56.171,56.171,48.5291,47.4347,47.4347,367.6142,367.613,,
368.1984,27.4658,,,,,,,,,,,,64.7453,66.3467,,,,,,6.2649,6.2133,6.2133,19.188,19.2191,19.2191,30.516,31.0588,31.0588,32.3678,32.5392,32.5392,367.7681,367.7696,,
368.3508,27.4658,,,,,,,,,,,,74.7707,74.2803,,,,,,5.9557,6.1254,6.1254,19.8111,21.6099,21.6099,38.8533,42.316,42.316,37.4013,39.064,39.064,367.9187,367.9154,,
368.5032,27.4658,,,,,,,,,,,,73.6488,73.9343,,,,,,9.1723,8.7293,8.7293,58.8654,52.6107,52.6107,114.3731,100.8012,100.8012,73.2589,67.6129,67.6129,368.0692,368.0739,,
368.6556,27.4658,,,,,,,,,,,,74.4344,74.6582,,,,,,6.4405,6.4901,6.4901,25.0379,26.0714,26.0714,37.1896,39.9734,39.9734,36.9071,37.9512,37.9512,368.2214,368.2194,,
368.808,27.4658,,,,,,,,,,,,83.3298,81.8258,,,,,,4.973,5.0943,5.0943,13.5408,14.7892,14.7892,23.2408,25.7939,25.7939,26.4107,28.0862,28.0862,368.3722,368.3757,,
368.9604,27.4658,,,,,,,,,,,,76.8984,76.8778,,,,,,7.4345,7.2383,7.2383,51.0997,46.8183,46.8183,112.101,100.0234,100.0234,63.7264,59.4664,59.4664,368.5228,368.5232,,
369.1128,27.5025,,,,,,,,,,,,71.2775,72.5833,,,,,,6.7766,6.7009,6.7009,29.9577,31.7806,31.7806,44.814,52.0622,52.0622,37.6279,40.5616,40.5616,368.6777,368.6808,,
369.2652,27.9636,,,,,,,,,,,,76.1511,75.8434,,,,,,5.2766,5.349,5.349,15.1568,15.5891,15.5891,27.3166,27.9366,27.9366,32.4756,33.0242,33.0242,368.8253,368.8248,,
369.4176,28.0762,,,,,,,,,,,,75.5857,76.5338,,,,,,5.2168,5.2014,5.2014,15.0008,15.0837,15.0837,24.621,25.7157,25.7157,27.8449,28.7102,28.7102,368.9812,368.9817,,
369.57,28.0762,,,,,,,,,,,,75.5561,75.0489,,,,,,4.451,4.4155,4.4155,15.7326,15.3578,15.3578,30.2276,29.0755,29.0755,35.1718,34.0275,34.0275,369.1307,369.1278,,
369.7224,28.0762,,,,,,,,,,,,72.1954,72.6035,,,,,,3.8846,3.9353,3.9353,12.4404,12.9144,12.9144,22.8781,24.1583,24.1583,27.8353,29.1449,29.1449,369.2841,369.2827,,
369.8748,28.0762,,,,,,,,,,,,72.6942,72.691,,,,,,3.981,3.9849,3.9849,14.0381,14.2649,14.2649,31.1839,31.3373,31.3373,34.7722,34.9048,34.9048,369.4346,369.4341,,
370.0272,28.0762,,,,,,,,,,,,73.6858,73.6019,,,,,,4.099,4.1071,4.1071,15.6371,15.6081,15.6081,35.5202,35.7378,35.7378,39.0277,38.8949,38.8949,369.5851,369.5882,,
370.1796,28.0762,,,,,,,,,,,,70.7029,71.5514,,,,,,3.7553,3.7368,3.7368,13.8754,13.9077,13.9077,37.7561,36.7318,36.7318,41.6578,40.7367,40.7367,369.7344,369.733,,
370.332,28.0762,,,,,,,,,,,,74.2285,73.8672,,,,,,3.532,3.5396,3.5396,12.7331,12.7393,12.7393,31.6873,32.0314,32.0314,37.1468,37.3031,37.3031,369.886,369.8881,,
370.4844,28.0762,,,,,,,,,,,,74.3634,74.9787,,,,,,3.168,3.1936,3.1936,9.7679,10.1255,10.1255,21.947,23.3177,23.3177,26.5972,28.3748,28.3748,370.0386,370.0379,,
370.6368,28.0762,,,,,,,,,,,,70.8518,70.8775,,,,,,3.1546,3.2419,3.2419,16.8426,21.3558,21.3558,301.9899,386.2339,386.2339,98.7667,128.4197,128.4197,370.1917,370.1925,,
370.7892,28.0762,,,,,,,,,,,,70.3334,69.4128,,,,,,5.1391,5.0,5.0,222.2971,176.2481,176.2481,1638.8831,1384.5453,1384.5453,1370.165,997.8547,997.8547,370.3378,370.34,,
370.9416,28.0762,,,,,,,,,,,,72.999,73.1352,,,,,,5.1926,5.197,5.197,79.1622,64.861,64.861,510.9461,394.088,394.088,57.9191,97.9265,97.9265,370.4942,370.4961,,
371.094,28.0762,,,,,,,,,,,,79.2388,77.8854,,,,,,5.2501,5.2345,5.2345,17.4829,17.8197,17.8197,44.2069,46.3842,46.3842,40.1095,40.5929,40.5929,370.6405,370.6402,,
371.2464,28.0762,,,,,,,,,,,,72.0209,71.4543,,,,,,4.0189,4.0339,4.0339,11.4101,11.5142,11.5142,20.5298,20.9568,20.9568,22.6782,23.0529,23.0529,370.7981,370.7985,,
371.3988,28.0762,,,,,,,,,,,,66.1859,67.7664,,,,,,3.6521,3.6405,3.6405,10.6965,10.6787,10.6787,19.3836,19.3209,19.3209,23.3711,23.0676,23.0676,370.9428,370.9399,,
371.5512,28.0762,,,,,,,,,,,,74.7481,74.8051,,,,,,3.5877,3.587,3.587,11.8388,11.8132,11.8132,22.5119,22.4597,22.4597,24.4432,24.4435,24.4435,371.1014,371.1003,,
371.7036,28.0762,,,,,,,,,,,,70.3774,73.9929,,,,,,3.4878,3.5552,3.5552,12.8153,21.235,21.235,35.281,45.6816,45.6816,26.7633,35.8921,35.8921,371.2477,371.2443,,
371.856,28.0762,,,,,,,,,,,,85.6911,85.4414,,,,,,10.0606,12.1389,12.1389,881.1341,914.3157,914.3157,1202.9486,1249.754,1249.754,922.4755,932.1625,932.1625,371.4052,371.4102,,
372.0084,28.0762,,,,,,,,,,,,90.7281,91.2704,,,,,,37.3222,32.2242,32.2242,1749.4927,1564.3721,1564.3721,1750.7491,1606.4382,1606.4382,1455.0447,1269.7551,1269.7551,371.5559,371.5612,,
372.1608,28.0762,,,,,,,,,,,,101.486,100.8206,,,,,,9.0377,10.0541,10.0541,114.2388,168.1672,168.1672,121.0197,174.7316,174.7316,48.7818,88.5812,88.5812,371.7037,371.7051,,
372.3132,28.0762,,,,,,,,,,,,101.7682,101.6829,,,,,,8.8516,8.7527,8.7527,10.1713,10.2888,10.2888,14.804,14.8484,14.8484,16.1248,16.1281,16.1281,371.8527,371.8528,,
372.4656,28.0762,,,,,,,,,,,,91.4525,92.636,,,,,,8.3184,8.41,8.41,10.3276,10.4139,10.4139,12.1334,12.274,12.274,14.4726,14.5786,14.5786,372.0075,372.0079,,
372.618,28.0762,,,,,,,,,,,,100.5736,99.0092,,,,,,9.6719,9.6905,9.6905,12.3735,12.3868,12.3868,12.8516,12.8983,12.8983,15.3174,15.3152,15.3152,372.1554,372.1554,,
372.7704,28.0762,,,,,,,,,,,,91.0005,92.7477,,,,,,10.7772,10.7543,10.7543,13.5487,13.5448,13.5448,13.6992,13.6999,13.6999,15.1556,15.1499,15.1499,372.3092,372.3098,,
372.9228,28.0762,,,,,,,,,,,,93.976,94.0239,,,,,,10.6665,10.6998,10.6998,13.2996,13.292,13.292,13.5148,13.4887,13.4887,14.0577,14.0918,14.0918,372.4597,372.4595,,
373.0752,28.0762,,,,,,,,,,,,106.2848,104.9857,,,,,,10.9771,10.9681,10.9681,13.0522,13.0546,13.0546,13.126,13.1456,13.1456,13.7329,13.7488,13.7488,372.6126,372.613,,
373.2276,28.0762,,,,,,,,,,,,103.4793,104.1943,,,,,,11.4807,11.4953,11.4953,13.3759,13.3702,13.3702,13.3549,13.3358,13.3358,13.8042,13.7837,13.7837,372.7626,372.7621,,
373.38,28.0762,,,,,,,,,,,,101.8301,102.0561,,,,,,11.4363,11.4961,11.4961,12.8096,12.9469,12.9469,12.7438,12.8549,12.8549,13.0828,13.187,13.187,372.9154,372.9141,,
373.5324,28.0762,,,,,,,,,,,,99.4541,101.2061,,,,,,10.9015,10.8558,10.8558,12.5426,12.4559,12.4559,12.5271,12.4508,12.4508,12.8288,12.7764,12.7764,373.0654,373.0638,,
373.6848,28.0762,,,,,,,,,,,,106.2807,106.0424,,,,,,9.0629,9.2109,9.2109,10.4629,10.6468,10.6468,10.8007,10.9581,10.9581,11.4974,11.6093,11.6093,373.2181,373.2184,,
373.8372,28.0762,,,,,,,,,,,,104.8651,105.3036,,,,,,9.7191,9.8357,9.8357,11.4832,11.5814,11.5814,11.7682,11.8285,11.8285,12.1945,12.2383,12.2383,373.3686,373.3682,,
373.9896,28.0762,,,,,,,,,,,,109.9498,108.3408,,,,,,12.0798,11.6886,11.6886,13.7554,13.3834,13.3834,13.2348,12.9593,12.9593,13.1135,12.9298,12.9298,373.5209,373.5212,,
374.142,28.0762,,,,,,,,,,,,104.1171,104.7526,,,,,,8.7897,9.0305,9.0305,10.5448,10.7868,10.7868,10.6959,10.8996,10.8996,11.245,11.4004,11.4004,373.6714,373.6719,,
374.2944,28.0762,,,,,,,,,,,,101.0068,103.0385,,,,,,10.95,10.8001,10.8001,12.6879,12.5714,12.5714,12.8273,12.6648,12.6648,12.863,12.7594,12.7594,373.8233,373.8239,,
374.4468,28.0762,,,,,,,,,,,,105.9358,105.1458,,,,,,11.4173,11.3435,11.3435,13.3598,13.27,13.27,13.0226,12.9684,12.9684,12.9959,12.9633,12.9633,373.9745,373.9744,,
374.5992,28.0762,,,,,,,,,,,,98.1405,99.3334,,,,,,10.2481,10.3818,10.3818,12.1197,12.2831,12.2831,12.1313,12.2744,12.2744,12.4222,12.5265,12.5265,374.126,374.1263,,
374.7516,28.0762,,,,,,,,,,,,99.3718,98.255,,,,,,10.8686,10.7464,10.7464,12.5592,12.4389,12.4389,12.6386,12.5247,12.5247,12.6942,12.628,12.628,374.2773,374.2769,,
374.904,28.1223,,,,,,,,,,,,91.2371,93.3024,,,,,,9.3076,9.4132,9.4132,10.7509,10.8859,10.8859,11.0207,11.151,11.151,11.5652,11.6645,11.6645,374.4283,374.4299,,
375.0564,28.5291,,,,,,,,,,,,103.7863,103.1474,,,,,,10.5771,10.6094,10.6094,12.2473,12.264,12.264,12.358,12.3442,12.3442,12.5817,12.5646,12.5646,374.5799,374.5809,,
375.2088,28.6865,,,,,,,,,,,,97.5287,96.9407,,,,,,12.7086,12.4539,12.4539,14.0601,13.8244,13.8244,13.3693,13.2323,13.2323,13.1484,13.0536,13.0536,374.7305,374.7284,,
375.3612,28.6865,,,,,,,,,,,,101.495,101.1798,,,,,,10.2109,10.3787,10.3787,11.5669,11.7185,11.7185,11.6098,11.7229,11.7229,11.9496,12.0318,12.0318,374.8819,374.8807,,
375.5136,28.6865,,,,,,,,,,,,105.2948,105.0458,,,,,,10.937,10.7812,10.7812,11.9986,11.8761,11.8761,12.1087,12.0056,12.0056,12.3058,12.2419,12.2419,375.0323,375.0338,,
375.666,28.6865,,,,,,,,,,,,96.8641,97.3387,,,,,,10.7784,10.8707,10.8707,12.0466,12.0859,12.0859,12.2153,12.2246,12.2246,12.3418,12.3536,12.3536,375.1831,375.183,,
375.8184,28.6865,,,,,,,,,,,,99.9171,99.3087,,,,,,12.3929,12.1832,12.1832,13.1965,13.037,13.037,12.8497,12.7581,12.7581,12.8598,12.7846,12.7846,375.336,375.3378,,
375.9708,28.6865,,,,,,,,,,,,99.7917,100.9319,,,,,,10.3746,10.4383,10.4383,11.3464,11.4116,11.4116,11.3804,11.4381,11.4381,11.8433,11.8765,11.8765,375.4853,375.4857,,
376.1232,28.6865,,,,,,,,,,,,99.7708,99.6191,,,,,,9.6178,9.7199,9.7199,10.7513,10.8514,10.8514,11.0453,11.1121,11.1121,11.5726,11.6213,11.6213,375.6376,375.639,,
376.2756,28.6865,,,,,,,,,,,,93.1685,94.6016,,,,,,10.5116,10.4242,10.4242,11.5439,11.4956,11.4956,11.5688,11.5318,11.5318,11.9078,11.8824,11.8824,375.7885,375.7876,,
376.428,28.6865,,,,,,,,,,,,95.7073,96.6913,,,,,,9.4622,9.5433,9.5433,10.8455,10.9013,10.9013,10.9467,11.0113,11.0113,11.5103,11.5629,11.5629,375.9405,375.9402,,
376.5804,28.6865,,,,,,,,,,,,101.0633,100.3331,,,,,,10.2774,10.3811,10.3811,11.7339,11.8327,11.8327,11.9747,12.017,12.017,12.2782,12.3143,12.3143,376.0894,376.0893,,
376.7328,28.6865,,,,,,,,,,,,94.9047,95.6731,,,,,,12.1592,11.9739,11.9739,13.5051,13.3233,13.3233,13.2283,13.0842,13.0842,13.086,12.9928,12.9928,376.2435,376.2428,,
376.8852,28.6865,,,,,,,,,,,,94.718,94.5959,,,,,,10.3861,10.5492,10.5492,11.8024,11.9327,11.9327,11.7798,11.8951,11.8951,11.9927,12.0938,12.0938,376.3921,376.3924,,
377.0376,28.6865,,,,,,,,,,,,99.7806,99.4323,,,,,,11.9866,11.8847,11.8847,13.0015,12.929,12.929,12.8584,12.7822,12.7822,12.8978,12.8324,12.8324,376.5454,376.5455,,
377.19,28.6865,,,,,,,,,,,,104.6679,104.3109,,,,,,12.2016,12.192,12.192,13.191,13.1643,13.1643,12.807,12.8051,12.8051,12.7702,12.796,12.796,376.6949,376.6938,,
377.3424,28.6865,,,,,,,,,,,,101.058,100.9264,,,,,,10.7552,10.8006,10.8006,11.7975,11.8496,11.8496,11.7376,11.7783,11.7783,12.0105,12.0405,12.0405,376.8477,376.8478,,
377.4948,28.6865,,,,,,,,,,,,100.4564,100.8794,,,,,,10.0413,10.1119,10.1119,11.1295,11.1708,11.1708,11.3208,11.3434,11.3434,11.6449,11.6757,11.6757,376.9989,376.9992,,
377.6472,28.6865,,,,,,,,,,,,98.9508,99.2531,,,,,,10.189,10.1914,10.1914,11.0812,11.1014,11.1014,11.2194,11.2394,11.2394,11.61,11.6212,11.6212,377.1498,377.1506,,
377.7996,28.6865,,,,,,,,,,,,100.6986,99.8493,,,,,,10.7539,10.7852,10.7852,11.8134,11.7792,11.7792,11.7776,11.7542,11.7542,12.0059,11.9661,11.9661,377.3007,377.3011,,
377.952,28.6865,,,,,,,,,,,,99.6947,99.6576,,,,,,12.0905,11.9418,11.9418,12.6602,12.5539,12.5539,12.3329,12.2529,12.2529,12.2436,12.1954,12.1954,377.4533,377.4544,,
378.1044,28.6865,,,,,,,,,,,,94.6127,96.5407,,,,,,10.6218,10.6743,10.6743,11.5191,11.551,11.551,11.3675,11.4013,11.4013,11.5128,11.5534,11.5534,377.5989,377.597,,
378.2568,28.6865,,,,,,,,,,,,98.1374,99.1145,,,,,,9.6031,9.651,9.651,10.5256,10.5753,10.5753,10.6968,10.7397,10.7397,11.0508,11.0838,11.0838,377.7549,377.7543,,
378.4092,28.6865,,,,,,,,,,,,106.5671,105.616,,,,,,9.855,9.8466,9.8466,10.6811,10.6707,10.6707,10.9371,10.9025,10.9025,11.2606,11.2485,11.2485,377.9045,377.9048,,
378.5616,28.6865,,,,,,,,,,,,100.4666,100.7981,,,,,,10.3078,10.2684,10.2684,10.9727,10.9448,10.9448,10.9963,10.9695,10.9695,11.3529,11.3278,11.3278,378.0554,378.0559,,
378.714,28.6865,,,,,,,,,,,,100.2924,99.0664,,,,,,9.764,9.7934,9.7934,10.4601,10.5039,10.5039,10.4453,10.4906,10.4906,10.8298,10.8803,10.8803,378.2061,378.2056,,
378.8664,28.6865,,,,,,,,,,,,95.401,96.4443,,,,,,10.1177,10.1383,10.1383,10.9586,10.9616,10.9616,10.9109,10.9125,10.9125,11.2973,11.2971,11.2971,378.3574,378.3587,,
379.0188,28.6865,,,,,,,,,,,,97.4246,97.1195,,,,,,9.964,9.9847,9.9847,10.6877,10.7416,10.7416,10.6426,10.7022,10.7022,11.2242,11.2577,11.2577,378.5097,378.5104,,
379.1712,28.6865,,,,,,,,,,,,94.2621,94.8794,,,,,,9.8946,9.8191,9.8191,10.5899,10.5343,10.5343,10.6608,10.6145,10.6145,11.3328,11.2667,11.2667,378.6588,378.6599,,
379.3236,28.6865,,,,,,,,,,,,102.9972,100.7778,,,,,,9.2194,9.2651,9.2651,10.1899,10.2532,10.2532,10.343,10.3749,10.3749,10.8501,10.8988,10.8988,378.8117,378.8114,,
379.476,28.6865,,,,,,,,,,,,98.1345,97.7106,,,,,,9.3292,9.2524,9.2524,10.4213,10.3591,10.3591,10.5289,10.4512,10.4512,11.0185,10.9487,10.9487,378.9622,378.9622,,
379.6284,28.6865,,,,,,,,,,,,101.2357,101.1396,,,,,,8.7102,8.8865,8.8865,10.0175,10.2014,10.2014,10.143,10.2659,10.2659,10.4726,10.6164,10.6164,379.1141,379.114,,
379.7808,28.6865,,,,,,,,,,,,106.8167,105.5004,,,,,,11.2928,11.0615,11.0615,12.373,12.1724,12.1724,11.8782,11.7578,11.7578,11.8235,11.7249,11.7249,379.2641,379.2643,,
379.9332,28.6865,,,,,,,,,,,,107.0072,106.8983,,,,,,10.4513,10.4423,10.4423,11.4746,11.4603,11.4603,11.1497,11.155,11.155,11.1534,11.1787,11.1787,379.4165,379.4168,,
380.0856,28.9733,,,,,,,,,,,,103.5142,104.3926,,,,,,8.8721,8.9502,8.9502,9.7567,9.8573,9.8573,9.9044,9.9862,9.9862,10.3951,10.4449,10.4449,379.5661,379.5661,,
380.238,29.0676,,,,,,,,,,,,102.8145,102.1226,,,,,,8.8313,8.8398,8.8398,9.8179,9.818,9.818,10.0604,10.0408,10.0408,10.4729,10.4728,10.4728,379.7166,379.7161,,
380.3904,29.2969,,,,,,,,,,,,91.5462,92.6041,,,,,,8.9543,8.9936,8.9936,10.0625,10.0922,10.0922,10.0771,10.1039,10.1039,10.5698,10.5725,10.5725,379.8682,379.8684,,
380.5428,29.2969,,,,,,,,,,,,102.49,101.787,,,,,,9.7797,9.7219,9.7219,10.9412,10.8758,10.8758,10.6708,10.6213,10.6213,10.8311,10.8056,10.8056,380.0196,380.0189,,
380.6952,29.2969,,,,,,,,,,,,107.7358,107.7135,,,,,,10.1979,10.1054,10.1054,11.2578,11.1727,11.1727,10.8203,10.7597,10.7597,10.8486,10.8105,10.8105,380.1697,380.1698,,
380.8476,29.2969,,,,,,,,,,,,106.5749,106.9575,,,,,,8.634,8.7115,8.7115,9.7003,9.7885,9.7885,9.6707,9.7425,9.7425,10.0067,10.0707,10.0707,380.3207,380.3205,,
381.0,29.2969,,,,,,,,,,,,106.6386,105.47,,,,,,8.5501,8.6164,8.6164,9.8224,9.8782,9.8782,9.9487,9.9791,9.9791,10.355,10.365,10.365,380.4716,380.4727,,
381.1524,29.2969,,,,,,,,,,,,100.1116,99.9467,,,,,,9.6509,9.5956,9.5956,11.165,11.0923,11.0923,10.8833,10.8381,10.8381,11.0481,11.0007,11.0007,380.6228,380.6221,,
381.3048,29.2969,,,,,,,,,,,,96.2733,96.7128,,,,,,9.487,9.5217,9.5217,11.0075,11.0349,11.0349,10.7574,10.7697,10.7697,10.8679,10.88,10.88,380.7737,380.775,,
381.4572,29.2969,,,,,,,,,,,,95.9596,96.4781,,,,,,9.406,9.4059,9.4059,10.6115,10.6215,10.6215,10.4404,10.4536,10.4536,10.6088,10.6199,10.6199,380.9243,380.9244,,
381.6096,29.2969,,,,,,,,,,,,101.1122,100.7416,,,,,,9.1488,9.1513,9.1513,10.2179,10.2104,10.2104,10.2302,10.2197,10.2197,10.4678,10.4556,10.4556,381.0748,381.0738,,
381.762,29.2969,,,,,,,,,,,,98.1285,98.0976,,,,,,9.1603,9.193,9.193,10.2367,10.2699,10.2699,10.3103,10.3309,10.3309,10.5995,10.607,10.607,381.2253,381.2266,,
381.9144,29.2969,,,,,,,,,,,,98.0595,96.8973,,,,,,9.5597,9.4624,9.4624,10.7846,10.6943,10.6943,10.6941,10.6218,10.6218,10.873,10.8195,10.8195,381.3786,381.3795,,
