DEPT,TENS:1,TENS:2,DT_BHC,RLA5,RLA3,RSOZ,TNPH:1,CALI,BS,RLA4,RHOZ,PEFZ,RXO,GR:1,DTSM,RT,RLA1,NPHI,TNPH:2,GR:2,GR:3,DTCO,RLA2,RLA0,GR:4,RXOZ
107.899,1636.0,1636.0,52.581,0.013,0.012,0.294,0.607,3.534,12.25,0.012,2.229,9.927,0.013,25.38,,0.013,0.015,0.658,0.614,41.621,29.064,52.581,0.013,0.014,42.078,0.047
108.052,1626.143,1622.0,54.163,0.012,0.011,0.293,0.626,3.534,12.25,0.011,2.248,9.896,0.012,33.958,,0.012,0.013,0.733,0.662,39.465,30.257,54.163,0.012,0.014,33.236,0.047
108.204,1630.0,1628.5,50.83,0.012,0.012,0.293,0.726,3.522,12.25,0.011,2.266,9.884,0.012,31.07,,0.012,0.014,0.678,0.759,40.608,31.052,50.83,0.012,0.014,40.249,0.047
108.356,1636.0,1637.0,52.25,0.011,0.01,0.293,0.606,3.534,12.25,0.01,2.279,9.869,0.011,27.982,,0.011,0.012,0.698,0.637,41.653,30.937,52.25,0.011,0.014,49.7,0.047
108.509,1630.75,1632.5,50.831,0.013,0.012,0.292,0.678,3.534,12.25,0.011,2.281,9.868,0.013,33.938,,0.013,0.014,0.691,0.699,41.13,31.144,50.831,0.012,0.014,35.98,0.047
108.661,1630.429,1635.0,52.416,0.013,0.013,0.294,0.722,3.522,12.25,0.012,2.289,9.861,0.013,31.475,,0.013,0.015,0.672,0.741,38.844,31.406,52.416,0.013,0.014,40.248,0.047
108.814,1637.75,1641.0,50.75,0.013,0.012,0.295,0.669,3.51,12.25,0.011,2.295,9.854,0.013,28.695,,0.013,0.014,0.656,0.679,43.548,29.215,50.75,0.012,0.014,39.029,0.047
108.966,1646.857,1649.0,50.834,0.012,0.011,0.296,0.663,3.51,12.25,0.011,2.289,9.865,0.012,27.304,,0.012,0.013,0.672,0.664,46.945,28.648,50.834,0.012,0.014,50.31,0.047
109.118,1639.75,1638.5,50.0,0.012,0.011,0.292,0.824,3.534,12.25,0.01,2.285,9.876,0.012,29.762,,0.012,0.012,0.665,0.765,48.318,29.471,50.0,0.011,0.014,50.006,0.047
109.271,1634.571,1637.0,51.25,0.013,0.012,0.295,0.736,3.51,12.25,0.012,2.287,9.887,0.013,31.92,,0.013,0.014,0.635,0.726,44.92,31.367,51.25,0.013,0.014,46.347,0.047
109.423,1635.0,1642.0,50.75,0.013,0.012,0.292,0.586,3.522,12.25,0.011,2.3,9.859,0.013,32.995,,0.013,0.014,0.551,0.596,42.829,31.117,50.75,0.013,0.014,40.553,0.047
109.576,1637.5,1633.0,52.584,0.012,0.011,0.3,0.457,3.51,12.25,0.01,2.3,9.821,0.012,28.934,,0.012,0.012,0.519,0.475,44.169,31.089,52.584,0.011,0.014,44.517,0.047
109.728,1638.714,1636.0,51.665,0.013,0.012,0.301,0.418,3.534,12.25,0.011,2.296,9.789,0.013,31.19,,0.013,0.014,0.584,0.424,43.385,31.633,51.665,0.012,0.014,47.567,0.047
109.88,1648.0,1652.0,53.334,0.013,0.012,0.302,0.483,3.534,12.25,0.011,2.288,9.78,0.013,34.717,,0.013,0.013,0.598,0.483,46.13,31.831,53.334,0.012,0.014,38.724,0.047
110.033,1640.0,1632.0,52.5,0.014,0.013,0.302,0.506,3.51,12.25,0.013,2.285,9.781,0.014,29.538,,0.014,0.016,0.673,0.501,45.607,30.929,52.5,0.014,0.014,52.751,0.047
110.185,1637.429,1641.0,52.5,0.013,0.012,0.304,0.659,3.534,12.25,0.011,2.293,9.773,0.013,28.401,,0.013,0.014,0.599,0.66,48.383,30.167,52.5,0.012,0.014,45.737,0.047
110.338,1644.75,1646.5,52.5,0.013,0.012,0.3,0.537,3.534,12.25,0.012,2.297,9.762,0.013,32.541,,0.013,0.015,0.649,0.538,45.639,28.213,52.5,0.013,0.014,46.347,0.047
110.49,1635.714,1630.0,53.25,0.012,0.011,0.301,0.656,3.534,12.25,0.011,2.301,9.771,0.012,24.132,,0.012,0.013,0.566,0.657,44.855,28.432,53.25,0.012,0.014,43.907,0.047
110.642,1641.5,1642.0,50.0,0.013,0.011,0.302,0.48,3.51,12.25,0.011,2.289,9.781,0.013,29.095,,0.013,0.013,0.585,0.481,45.084,27.817,50.0,0.012,0.014,45.127,0.047
110.795,1637.714,1636.0,50.0,0.014,0.012,0.302,0.53,3.51,12.25,0.012,2.281,9.788,0.014,30.288,,0.014,0.014,0.533,0.53,43.254,29.612,50.0,0.013,0.014,46.042,0.047
110.947,1633.143,1630.0,50.0,0.014,0.012,0.3,0.481,3.534,12.25,0.012,2.26,9.779,0.014,29.069,,0.014,0.014,0.655,0.479,42.47,30.445,50.0,0.013,0.014,37.199,0.047
111.1,1648.875,1652.0,51.5,0.014,0.012,0.297,0.711,3.534,12.25,0.011,2.232,9.802,0.014,31.817,,0.014,0.014,0.717,0.71,37.668,30.994,51.5,0.012,0.014,41.164,0.047
111.252,1648.429,1646.0,51.5,0.013,0.011,0.3,0.817,3.534,12.25,0.011,2.202,9.842,0.013,32.478,,0.013,0.013,0.764,0.831,36.623,30.738,51.5,0.012,0.014,33.845,0.047
111.404,1647.0,1642.0,50.834,0.014,0.012,0.305,1.084,3.534,12.25,0.011,2.195,9.873,0.014,27.931,,0.014,0.013,0.68,1.085,35.544,29.335,50.834,0.012,0.014,35.066,0.047
111.557,1653.875,1655.0,51.0,0.013,0.012,0.302,0.733,3.51,12.25,0.011,2.197,9.919,0.013,27.337,,0.013,0.013,0.714,0.728,37.08,25.286,51.0,0.012,0.014,41.163,0.047
111.709,1641.0,1635.0,50.834,0.014,0.012,0.299,0.776,3.534,12.25,0.012,2.201,9.958,0.014,19.883,,0.014,0.014,0.75,0.8,35.773,24.439,50.834,0.013,0.014,35.37,0.047
111.862,1640.875,1642.0,51.666,0.014,0.012,0.294,0.885,3.534,12.25,0.012,2.201,9.995,0.014,25.78,,0.014,0.014,0.877,0.882,35.316,25.508,51.666,0.012,0.014,32.931,0.047
112.014,1642.857,1641.0,52.041,0.015,0.013,0.3,1.615,3.522,12.25,0.013,2.19,10.0,0.015,31.043,,0.015,0.015,0.887,1.499,32.702,26.926,52.041,0.014,0.014,37.2,0.047
112.166,1644.714,1641.0,51.75,0.014,0.012,0.303,1.755,3.51,12.25,0.012,2.183,10.0,0.014,24.554,,0.014,0.014,0.868,1.617,33.225,27.409,51.75,0.012,0.014,28.357,0.047
112.319,1644.5,1649.0,50.75,0.014,0.012,0.305,1.47,3.522,12.25,0.012,2.171,10.0,0.014,27.091,,0.014,0.014,0.777,1.444,30.317,24.416,50.75,0.013,0.014,33.235,0.047
112.471,1649.857,1648.0,52.584,0.013,0.011,0.304,0.928,3.534,12.25,0.011,2.183,10.0,0.013,21.925,,0.013,0.013,0.741,0.955,33.682,24.17,52.584,0.012,0.014,28.967,0.047
112.624,1649.875,1648.5,51.0,0.014,0.013,0.304,0.815,3.534,12.25,0.012,2.215,9.994,0.014,23.888,,0.014,0.014,0.694,0.83,37.603,20.129,51.0,0.013,0.014,40.248,0.047
112.776,1662.714,1668.0,53.5,0.014,0.011,0.308,0.608,3.534,12.25,0.011,2.265,9.986,0.014,15.228,,0.014,0.013,0.707,0.651,43.091,20.72,53.5,0.012,0.014,43.603,0.047
112.928,1647.875,1656.0,53.5,0.014,0.011,0.31,0.673,3.51,12.25,0.011,2.308,9.986,0.014,23.355,,0.014,0.013,0.666,0.732,43.385,19.876,53.5,0.012,0.014,45.737,0.047
113.081,1652.571,1659.0,52.5,0.014,0.012,0.301,0.656,3.534,12.25,0.011,2.343,9.993,0.014,21.197,,0.014,0.013,0.65,0.728,41.98,24.627,52.5,0.012,0.014,41.164,0.047
113.233,1659.286,1665.0,52.584,0.013,0.011,0.295,0.661,3.534,12.25,0.011,2.364,10.0,0.013,28.939,,0.013,0.013,0.603,0.704,38.844,28.116,52.584,0.011,0.014,39.944,0.047
113.386,1647.5,1647.0,54.501,0.015,0.013,0.296,0.535,3.534,12.25,0.012,2.393,9.976,0.015,34.015,,0.015,0.015,0.654,0.549,37.014,29.368,54.501,0.013,0.014,36.894,0.047
113.538,1653.429,1656.0,57.625,0.014,0.012,0.3,0.572,3.51,12.25,0.012,2.428,9.922,0.014,25.173,,0.014,0.014,0.659,0.588,33.192,27.775,57.625,0.012,0.014,35.37,0.047
113.69,1645.0,1645.0,55.834,0.014,0.012,0.3,0.584,3.51,12.25,0.012,2.47,9.841,0.014,25.051,,0.014,0.014,0.667,0.589,33.29,23.653,55.834,0.012,0.014,29.272,0.047
113.843,1654.571,1657.0,57.838,0.016,0.014,0.3,0.68,3.534,12.25,0.014,2.503,9.748,0.016,21.192,,0.016,0.016,0.618,0.669,32.245,23.537,57.838,0.015,0.015,37.2,0.047
113.995,1636.429,1641.0,53.292,0.015,0.013,0.303,0.67,3.534,12.25,0.013,2.477,9.686,0.015,24.663,,0.015,0.015,0.644,0.647,33.813,25.284,53.292,0.014,0.015,30.492,0.047
114.148,1644.625,1645.0,50.25,0.015,0.013,0.3,0.692,3.522,12.25,0.013,2.409,9.643,0.015,29.683,,0.015,0.015,0.63,0.682,33.976,29.241,50.25,0.014,0.015,35.675,0.047
114.3,1649.857,1649.0,54.249,0.014,0.012,0.298,0.532,3.51,12.25,0.012,2.346,9.62,0.014,33.016,,0.014,0.013,0.565,0.543,36.557,31.726,54.249,0.012,0.014,34.15,0.047
114.452,1651.286,1652.0,54.25,0.015,0.013,0.294,0.475,3.534,12.25,0.012,2.323,9.583,0.015,31.962,,0.015,0.015,0.54,0.488,40.477,28.989,54.25,0.013,0.014,41.469,0.047
114.605,1640.75,1634.5,55.0,0.015,0.013,0.297,0.509,3.522,12.25,0.013,2.322,9.561,0.015,21.7,,0.015,0.016,0.618,0.531,38.909,26.981,55.0,0.014,0.014,43.907,0.047
114.757,1646.857,1649.0,50.125,0.015,0.013,0.299,0.646,3.534,12.25,0.012,2.312,9.581,0.015,27.368,,0.015,0.015,0.722,0.7,38.942,26.399,50.125,0.013,0.014,32.626,0.047
114.91,1654.286,1656.0,48.75,0.015,0.013,0.302,0.747,3.534,12.25,0.012,2.301,9.611,0.015,30.601,,0.015,0.015,0.795,0.783,38.419,28.689,48.75,0.013,0.014,38.114,0.047
115.062,1642.0,1640.5,54.25,0.014,0.012,0.299,0.813,3.51,12.25,0.011,2.307,9.625,0.014,28.405,,0.014,0.013,0.817,0.863,39.203,31.96,54.25,0.012,0.014,44.517,0.047
115.214,1644.0,1645.0,55.0,0.014,0.012,0.297,1.028,3.534,12.25,0.011,2.329,9.572,0.014,37.009,,0.014,0.013,0.743,1.064,40.249,34.178,55.0,0.012,0.015,35.065,0.047
115.367,1637.5,1634.0,55.0,0.014,0.012,0.299,0.929,3.522,12.25,0.012,2.339,9.498,0.014,37.343,,0.014,0.014,0.679,0.908,38.158,35.204,55.0,0.012,0.014,42.688,0.047
115.519,1635.0,1638.0,55.0,0.015,0.013,0.3,0.788,3.534,12.25,0.012,2.344,9.432,0.015,31.667,,0.015,0.014,0.59,0.76,39.007,31.532,55.0,0.013,0.014,37.504,0.047
115.672,1636.143,1641.0,55.0,0.015,0.013,0.297,0.613,3.51,12.25,0.012,2.351,9.413,0.015,26.07,,0.015,0.015,0.635,0.602,39.53,29.315,55.0,0.013,0.014,37.2,0.047
115.824,1647.375,1645.0,55.0,0.014,0.011,0.293,0.631,3.51,12.25,0.011,2.37,9.423,0.014,31.088,,0.014,0.013,0.661,0.653,40.053,28.475,55.0,0.011,0.014,44.213,0.047
115.976,1656.571,1659.0,54.25,0.015,0.013,0.29,0.641,3.51,12.25,0.013,2.379,9.463,0.015,29.115,,0.015,0.015,0.716,0.658,41.032,27.1,54.25,0.013,0.014,38.419,0.047
116.129,1646.875,1647.0,53.25,0.014,0.012,0.287,0.84,3.534,12.25,0.012,2.359,9.511,0.014,22.035,,0.014,0.014,0.677,0.826,38.517,25.52,53.25,0.012,0.014,40.248,0.047
116.281,1645.0,1636.0,53.416,0.015,0.012,0.289,0.761,3.534,12.25,0.012,2.343,9.57,0.015,25.516,,0.015,0.014,0.707,0.692,36.949,23.814,53.416,0.013,0.015,35.675,0.047
116.434,1648.0,1650.0,55.0,0.015,0.012,0.293,0.895,3.51,12.25,0.012,2.333,9.605,0.015,23.887,,0.015,0.014,0.678,0.823,32.767,25.804,55.0,0.013,0.014,33.541,0.047
116.586,1651.5,1650.0,55.0,0.015,0.013,0.292,0.834,3.534,12.25,0.012,2.323,9.644,0.015,27.743,,0.015,0.014,0.727,0.805,33.454,24.648,55.0,0.013,0.014,26.222,0.047
116.738,1639.143,1632.0,54.25,0.015,0.013,0.293,0.963,3.534,12.25,0.013,2.311,9.669,0.015,21.799,,0.015,0.015,0.702,0.98,35.283,25.365,54.25,0.013,0.014,39.639,0.047
116.891,1653.75,1657.0,55.0,0.014,0.012,0.297,0.827,3.522,12.25,0.012,2.315,9.699,0.014,26.911,,0.014,0.014,0.766,0.871,39.203,25.193,55.0,0.013,0.014,39.333,0.047
117.043,1639.143,1628.0,55.0,0.014,0.012,0.303,0.938,3.51,12.25,0.012,2.338,9.738,0.014,27.237,,0.014,0.014,0.709,0.994,37.831,26.684,55.0,0.013,0.014,39.029,0.047
117.196,1649.875,1649.0,55.0,0.014,0.012,0.3,0.679,3.51,12.25,0.012,2.354,9.804,0.014,26.291,,0.014,0.014,0.685,0.734,36.263,27.188,55.0,0.012,0.014,36.59,0.047
117.348,1665.286,1669.0,53.5,0.013,0.01,0.301,0.625,3.534,12.25,0.01,2.353,9.85,0.013,27.753,,0.013,0.011,0.606,0.666,38.093,27.806,53.5,0.01,0.014,36.285,0.047
117.5,1652.143,1654.0,55.0,0.014,0.012,0.299,0.52,3.51,12.25,0.012,2.341,9.855,0.014,29.565,,0.014,0.014,0.617,0.555,39.726,25.768,55.0,0.013,0.014,44.517,0.047
117.653,1651.25,1651.0,55.0,0.014,0.012,0.299,0.551,3.51,12.25,0.011,2.343,9.831,0.014,20.418,,0.014,0.013,0.641,0.603,40.542,26.149,55.0,0.012,0.014,37.199,0.047
117.805,1656.429,1662.0,54.25,0.014,0.012,0.301,0.612,3.534,12.25,0.012,2.345,9.833,0.014,28.597,,0.014,0.014,0.616,0.659,34.27,26.366,54.25,0.013,0.014,38.724,0.047
117.958,1650.714,1649.0,54.25,0.014,0.012,0.302,0.55,3.51,12.25,0.011,2.357,9.85,0.014,29.872,,0.014,0.014,0.641,0.59,34.008,29.275,54.25,0.012,0.014,25.002,0.047
118.11,1663.75,1669.0,54.25,0.014,0.013,0.303,0.61,3.534,12.25,0.012,2.371,9.863,0.014,29.132,,0.014,0.015,0.692,0.611,32.669,26.396,54.25,0.013,0.014,38.724,0.047
118.262,1638.857,1633.0,54.25,0.013,0.012,0.301,0.673,3.534,12.25,0.011,2.395,9.861,0.013,20.223,,0.013,0.013,0.749,0.677,37.537,25.45,54.25,0.012,0.014,32.321,0.047
118.415,1671.125,1678.0,53.334,0.014,0.012,0.302,0.848,3.534,12.25,0.011,2.418,9.856,0.014,27.435,,0.014,0.014,0.72,0.841,37.276,24.169,53.334,0.012,0.014,39.334,0.047
118.567,1648.0,1648.0,54.084,0.014,0.013,0.3,0.872,3.51,12.25,0.012,2.426,9.87,0.014,25.224,,0.014,0.015,0.642,0.854,36.492,27.458,54.084,0.013,0.014,35.37,0.047
118.72,1651.25,1650.0,53.251,0.014,0.012,0.302,0.708,3.534,12.25,0.012,2.428,9.899,0.014,30.18,,0.014,0.014,0.655,0.687,32.375,26.625,53.251,0.012,0.014,30.186,0.047
118.872,1658.429,1662.0,54.25,0.015,0.013,0.301,0.76,3.51,12.25,0.013,2.421,9.943,0.015,24.665,,0.015,0.015,0.655,0.718,28.194,26.915,54.25,0.014,0.014,28.052,0.047
119.024,1643.0,1639.0,52.5,0.014,0.012,0.306,0.725,3.51,12.25,0.012,2.427,9.977,0.014,26.095,,0.014,0.014,0.604,0.67,29.5,28.419,52.5,0.013,0.013,24.698,0.047
119.177,1641.5,1641.5,52.416,0.013,0.012,0.305,0.509,3.534,12.25,0.011,2.433,9.995,0.013,34.52,,0.013,0.013,0.528,0.489,31.101,30.031,52.416,0.012,0.014,33.845,0.047
119.329,1640.286,1639.0,53.5,0.014,0.013,0.306,0.447,3.534,12.25,0.012,2.445,9.981,0.014,29.973,,0.014,0.014,0.482,0.432,33.943,32.626,53.5,0.013,0.014,31.406,0.047
119.482,1649.625,1650.0,53.666,0.013,0.012,0.306,0.418,3.534,12.25,0.011,2.438,9.909,0.013,34.283,,0.013,0.013,0.558,0.414,33.421,28.872,53.666,0.012,0.013,33.541,0.047
119.634,1656.571,1657.0,53.25,0.013,0.012,0.304,0.488,3.51,12.25,0.011,2.425,9.82,0.013,23.427,,0.013,0.013,0.587,0.483,33.421,28.676,53.25,0.012,0.014,33.236,0.047
119.786,1654.0,1650.0,52.5,0.013,0.012,0.306,0.545,3.51,12.25,0.011,2.403,9.747,0.013,28.746,,0.013,0.013,0.624,0.55,33.65,28.242,52.5,0.012,0.014,32.931,0.047
119.939,1657.25,1657.0,53.413,0.013,0.011,0.297,0.674,3.534,12.25,0.011,2.379,9.718,0.013,32.363,,0.013,0.013,0.609,0.676,38.354,28.437,53.413,0.012,0.014,34.151,0.047
120.091,1651.286,1646.0,53.416,0.013,0.011,0.294,0.621,3.51,12.25,0.011,2.351,9.729,0.013,23.48,,0.013,0.012,0.69,0.611,43.32,27.561,53.416,0.011,0.014,50.005,0.047
120.244,1656.375,1660.0,52.75,0.013,0.011,0.296,0.82,3.534,12.25,0.011,2.327,9.757,0.013,26.021,,0.013,0.013,0.754,0.777,43.646,26.6,52.75,0.012,0.013,46.347,0.047
120.396,1647.714,1648.0,54.25,0.012,0.011,0.304,1.044,3.534,12.25,0.01,2.313,9.804,0.012,29.684,,0.012,0.012,0.701,0.963,40.281,30.369,54.25,0.011,0.013,34.15,0.047
120.548,1652.25,1650.0,53.416,0.015,0.015,0.307,0.854,3.534,12.25,0.014,2.302,9.834,0.015,35.057,,0.015,0.017,0.658,0.759,36.622,32.546,53.416,0.016,0.013,37.809,0.047
120.701,1655.572,1663.0,53.416,0.015,0.013,0.309,0.736,3.51,12.25,0.013,2.298,9.851,0.015,32.69,,0.015,0.016,0.614,0.683,38.19,31.474,53.416,0.014,0.014,36.894,0.047
120.853,1638.286,1633.0,53.5,0.015,0.014,0.308,0.626,3.534,12.25,0.013,2.29,9.826,0.015,26.169,,0.015,0.016,0.73,0.601,35.903,26.181,53.5,0.014,0.014,40.553,0.047
121.006,1670.875,1679.0,53.5,0.013,0.012,0.304,0.836,3.534,12.25,0.011,2.289,9.767,0.013,19.594,,0.013,0.013,0.69,0.854,33.029,23.09,53.5,0.012,0.014,32.626,0.047
121.158,1637.572,1629.0,53.5,0.014,0.012,0.303,0.693,3.51,12.25,0.012,2.295,9.682,0.014,23.692,,0.014,0.014,0.658,0.707,30.938,22.673,53.5,0.013,0.014,28.052,0.047
121.31,1651.75,1655.0,53.5,0.013,0.012,0.298,0.646,3.522,12.25,0.011,2.309,9.623,0.013,25.33,,0.013,0.013,0.639,0.666,32.408,24.713,53.5,0.012,0.013,34.456,0.047
121.463,1659.857,1664.0,53.5,0.014,0.012,0.3,0.623,3.534,12.25,0.012,2.314,9.624,0.014,25.711,,0.014,0.014,0.669,0.661,34.238,27.084,53.5,0.012,0.014,34.761,0.047
121.615,1646.714,1639.0,51.751,0.013,0.012,0.295,0.6,3.51,12.25,0.012,2.303,9.708,0.013,30.775,,0.013,0.014,0.708,0.637,34.205,28.281,51.751,0.012,0.013,34.76,0.047
121.768,1655.375,1654.0,54.0,0.013,0.012,0.299,0.717,3.534,12.25,0.011,2.287,9.808,0.013,28.858,,0.013,0.014,0.644,0.766,34.989,28.246,54.0,0.012,0.014,33.54,0.047
121.92,1654.714,1655.0,53.5,0.013,0.012,0.299,0.614,3.534,12.25,0.011,2.283,9.873,0.013,25.536,,0.013,0.013,0.67,0.607,35.773,26.365,53.5,0.012,0.014,38.724,0.047
122.072,1661.0,1664.5,54.0,0.013,0.012,0.302,0.755,3.51,12.25,0.011,2.276,9.866,0.013,24.639,,0.013,0.013,0.646,0.713,34.401,25.356,54.0,0.012,0.013,34.15,0.047
122.225,1662.571,1667.0,52.75,0.012,0.01,0.299,0.69,3.534,12.25,0.01,2.278,9.843,0.012,25.833,,0.012,0.011,0.659,0.646,32.049,25.514,52.75,0.01,0.014,29.576,0.047
122.377,1652.857,1648.0,53.337,0.012,0.011,0.298,0.682,3.522,12.25,0.011,2.283,9.83,0.012,25.56,,0.012,0.013,0.635,0.64,29.696,24.815,53.337,0.011,0.013,30.796,0.047
122.53,1649.75,1652.5,53.5,0.013,0.012,0.299,0.623,3.522,12.25,0.012,2.291,9.85,0.013,22.72,,0.013,0.014,0.598,0.614,33.813,23.208,53.5,0.013,0.014,29.272,0.047
122.682,1640.429,1636.0,52.584,0.014,0.012,0.297,0.583,3.534,12.25,0.012,2.278,9.89,0.014,20.914,,0.014,0.014,0.71,0.573,31.722,22.005,52.584,0.013,0.014,41.163,0.047
122.834,1639.875,1638.0,52.416,0.015,0.014,0.297,0.801,3.534,12.25,0.013,2.267,9.912,0.015,22.27,,0.015,0.016,0.681,0.816,32.506,21.549,52.416,0.014,0.014,24.394,0.047
122.987,1644.571,1648.0,52.416,0.014,0.012,0.297,0.703,3.522,12.25,0.012,2.266,9.908,0.014,21.511,,0.014,0.014,0.767,0.715,28.847,21.545,52.416,0.012,0.014,30.491,0.047
123.139,1643.375,1637.0,51.0,0.014,0.012,0.299,0.78,3.534,12.25,0.012,2.272,9.88,0.014,21.193,,0.014,0.014,0.617,0.823,31.983,21.966,51.0,0.013,0.014,30.186,0.047
123.292,1655.429,1656.0,53.335,0.013,0.012,0.302,0.504,3.51,12.25,0.011,2.266,9.866,0.013,22.87,,0.013,0.013,0.6,0.502,35.903,25.615,53.335,0.012,0.014,34.15,0.047
123.444,1654.857,1647.0,54.249,0.013,0.011,0.304,0.551,3.534,12.25,0.011,2.265,9.858,0.013,32.059,,0.013,0.013,0.594,0.529,39.105,29.409,54.249,0.012,0.013,45.431,0.047
123.596,1653.875,1649.0,52.75,0.013,0.011,0.304,0.558,3.522,12.25,0.011,2.265,9.871,0.013,31.753,,0.013,0.013,0.615,0.519,36.492,31.26,52.75,0.011,0.014,41.468,0.047
123.749,1654.143,1651.0,51.584,0.013,0.011,0.305,0.627,3.534,12.25,0.011,2.277,9.886,0.013,29.052,,0.013,0.013,0.736,0.592,35.969,28.982,51.584,0.012,0.014,24.393,0.047
123.901,1652.875,1652.0,52.5,0.012,0.011,0.299,0.852,3.534,12.25,0.011,2.278,9.925,0.012,25.533,,0.012,0.013,0.759,0.828,35.544,26.399,52.5,0.011,0.013,43.297,0.047
124.054,1647.571,1647.0,54.25,0.013,0.011,0.299,0.932,3.534,12.25,0.011,2.276,9.953,0.013,24.8,,0.013,0.013,0.867,0.898,40.64,24.546,54.25,0.011,0.013,39.639,0.047
124.206,1661.143,1662.0,50.837,0.013,0.011,0.298,1.614,3.522,12.25,0.011,2.267,9.951,0.013,23.577,,0.013,0.013,0.843,1.552,36.72,24.38,50.837,0.012,0.013,39.943,0.047
124.358,1649.375,1647.0,51.584,0.013,0.011,0.296,1.55,3.51,12.25,0.011,2.258,9.93,0.013,24.662,,0.013,0.013,0.846,1.417,34.107,25.538,51.584,0.011,0.013,28.662,0.047
124.511,1656.714,1654.0,52.084,0.012,0.011,0.299,1.414,3.51,12.25,0.011,2.257,9.896,0.012,28.033,,0.012,0.013,0.825,1.375,30.056,27.123,52.084,0.012,0.014,31.101,0.047
124.663,1652.25,1649.5,52.584,0.012,0.011,0.3,1.271,3.534,12.25,0.011,2.259,9.87,0.012,28.505,,0.012,0.013,0.72,1.247,30.415,28.18,52.584,0.012,0.013,28.052,0.047
124.816,1658.571,1663.0,51.666,0.013,0.011,0.303,0.75,3.51,12.25,0.011,2.263,9.831,0.013,28.079,,0.013,0.013,0.785,0.796,32.244,27.234,51.666,0.012,0.013,30.491,0.047
124.968,1643.714,1645.0,52.5,0.013,0.013,0.299,1.015,3.534,12.25,0.012,2.271,9.781,0.013,25.151,,0.013,0.015,0.771,1.081,33.29,27.538,52.5,0.013,0.014,35.674,0.047
125.12,1653.75,1659.5,56.5,0.012,0.011,0.301,0.926,3.522,12.25,0.011,2.313,9.72,0.012,29.147,,0.012,0.013,0.814,0.976,33.747,29.351,56.5,0.011,0.013,32.626,0.047
125.273,1646.857,1642.0,57.827,0.012,0.01,0.303,1.136,3.534,12.25,0.01,2.383,9.668,0.012,34.168,,0.012,0.012,0.653,1.125,35.054,28.6,57.827,0.011,0.014,31.406,0.047
125.425,1657.375,1669.0,58.346,0.015,0.014,0.296,0.581,3.534,12.25,0.013,2.458,9.657,0.015,23.446,,0.015,0.017,0.572,0.588,33.499,27.579,58.346,0.015,0.016,40.859,0.047
125.578,1644.857,1639.0,52.75,0.018,0.017,0.29,0.481,3.534,12.25,0.016,2.471,9.676,0.018,26.634,,0.018,0.021,0.556,0.479,34.185,26.759,52.75,0.018,0.019,28.401,0.047
125.73,1651.714,1655.0,49.25,0.015,0.014,0.286,0.456,3.51,12.25,0.014,2.404,9.721,0.015,31.361,,0.015,0.017,0.589,0.464,30.526,30.452,49.25,0.015,0.016,36.285,0.047
125.882,1662.0,1667.0,51.75,0.013,0.012,0.291,0.498,3.51,12.25,0.011,2.313,9.745,0.013,33.952,,0.013,0.013,0.637,0.509,35.218,33.084,51.75,0.012,0.015,30.796,0.047
126.035,1658.286,1657.0,52.584,0.014,0.012,0.299,0.608,3.51,12.25,0.012,2.244,9.739,0.014,33.218,,0.014,0.014,0.665,0.643,35.675,30.345,52.584,0.013,0.014,42.383,0.047
126.187,1652.75,1652.0,51.75,0.013,0.012,0.296,0.721,3.534,12.25,0.012,2.215,9.709,0.013,22.841,,0.013,0.014,0.673,0.762,37.766,29.443,51.75,0.013,0.014,36.59,0.047
126.34,1659.429,1662.0,50.75,0.013,0.012,0.296,0.711,3.51,12.25,0.011,2.196,9.68,0.013,31.03,,0.013,0.013,0.779,0.794,35.937,27.06,50.75,0.012,0.014,36.59,0.047
126.492,1647.428,1646.0,47.977,0.013,0.013,0.295,0.867,3.534,12.25,0.012,2.178,9.681,0.013,27.064,,0.013,0.014,0.721,0.982,35.708,30.342,47.977,0.013,0.014,36.285,0.047
126.644,1652.25,1650.0,52.5,0.013,0.012,0.294,0.599,3.51,12.25,0.011,2.185,9.689,0.013,32.806,,0.013,0.014,0.784,0.699,39.628,32.001,52.5,0.012,0.014,35.979,0.047
126.797,1645.714,1647.0,53.5,0.014,0.013,0.295,0.776,3.522,12.25,0.013,2.207,9.694,0.014,36.356,,0.014,0.015,0.705,0.865,42.241,33.497,53.5,0.014,0.013,49.396,0.047
126.949,1657.0,1657.0,54.25,0.013,0.011,0.294,0.629,3.534,12.25,0.011,2.231,9.693,0.013,31.184,,0.013,0.013,0.742,0.695,45.475,32.519,54.25,0.012,0.014,42.078,0.047
127.102,1650.857,1646.0,54.25,0.014,0.012,0.3,0.833,3.51,12.25,0.012,2.243,9.666,0.014,29.909,,0.014,0.014,0.617,0.897,50.115,31.136,54.25,0.013,0.013,44.822,0.047
127.254,1657.375,1658.0,53.5,0.013,0.012,0.299,0.531,3.534,12.25,0.011,2.247,9.651,0.013,32.197,,0.013,0.014,0.583,0.55,55.081,34.23,53.5,0.012,0.013,61.288,0.047
127.406,1650.857,1650.0,53.5,0.012,0.01,0.303,0.524,3.522,12.25,0.01,2.254,9.66,0.012,40.642,,0.012,0.011,0.584,0.526,62.137,37.846,53.5,0.01,0.014,58.543,0.047
